player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,ts_pct,gp_pred,pts_pred,reb_pred,ast_pred
Quentin Grimes,NYK,23.0,195.58,95.25432,71,11.3,3.2,2.1,4.4,0.619,65.06,11.434000000000001,3.2739999999999996,2.149
Quenton Jackson,WAS,24.0,195.58,78.471416,9,6.2,0.9,1.7,-6.7,0.542,32.339999999999996,4.345999999999999,1.6809999999999996,1.3410000000000002
Pat Connaughton,MIL,30.0,195.58,94.800728,61,7.6,4.6,1.3,3.4,0.531,51.96,7.166,3.5700000000000003,1.327
RJ Barrett,NYK,23.0,198.12,97.068688,73,19.6,5.0,2.8,-1.2,0.531,68.68,19.554999999999993,4.8610000000000015,2.9919999999999995
Precious Achiuwa,TOR,23.0,203.2,102.0582,55,9.2,6.0,0.9,-1.6,0.5539999999999999,50.26,8.401,4.811999999999999,0.8800000000000014
RaiQuan Gray,BKN,23.0,200.66,122.016248,1,16.0,9.0,7.0,-17.5,0.621,57.75,18.503,7.276000000000001,5.363
R.J. Hampton,DET,22.0,193.04,79.3786,47,6.4,1.9,1.1,-8.7,0.5579999999999999,49.09,6.941,2.2200000000000015,1.4760000000000006
Peyton Watson,DEN,20.0,200.66,90.7184,23,3.3,1.6,0.5,-12.0,0.5529999999999999,40.98,4.283000000000002,2.1050000000000004,0.6759999999999984
Patrick Beverley,CHI,34.0,187.96,81.64656,67,6.2,3.7,2.9,-1.5,0.534,55.31,7.793000000000001,3.3009999999999997,3.0130000000000003
Paul Reed,PHI,24.0,205.74,95.25432,69,4.2,3.8,0.4,-0.4,0.62,53.63,6.4780000000000015,4.194000000000001,1.0350000000000006
Paul George,LAC,33.0,203.2,99.79024,56,23.8,6.1,5.1,4.0,0.588,61.17,24.289999999999996,6.146999999999999,5.002000000000001
Patty Mills,BKN,34.0,182.88,81.64656,40,6.2,1.1,1.4,-5.8,0.5539999999999999,41.239999999999995,5.469999999999998,1.9260000000000004,1.5799999999999998
Pascal Siakam,TOR,29.0,203.2,104.32616,71,24.2,7.8,5.8,2.4,0.565,65.63,25.12299999999999,7.943999999999994,5.553000000000002
Patrick Williams,CHI,21.0,200.66,97.52228,82,10.2,4.0,1.2,-2.4,0.5760000000000001,66.7,9.599,4.035,1.5569999999999997
Patrick Baldwin,GSW,20.0,205.74,99.79024,31,3.9,1.3,0.4,-12.3,0.546,44.79,5.334999999999996,2.882,0.9420000000000002
Raul Neto,CLE,31.0,187.96,81.64656,48,3.3,1.0,1.6,1.4,0.628,46.62,4.836,1.8949999999999996,1.7740000000000002
Payton Pritchard,BOS,25.0,185.42,88.45044,48,5.6,1.8,1.3,1.4,0.536,55.04,7.076999999999998,2.2970000000000006,1.7999999999999998
Reggie Bullock,DAL,32.0,198.12,92.98636,78,7.2,3.6,1.4,-1.8,0.5770000000000001,67.47999999999999,8.581000000000001,4.011,1.717
Russell Westbrook,LAC,34.0,190.5,90.7184,73,15.9,5.8,7.5,-0.2,0.513,58.25,17.832,5.336,7.033000000000005
Richaun Holmes,SAC,29.0,203.2,106.59412,42,3.1,1.9,0.2,-9.3,0.6679999999999999,46.36,5.072999999999999,3.080000000000001,0.7729999999999997
Saddiq Bey,ATL,24.0,200.66,97.52228,77,13.8,4.7,1.5,-3.1,0.564,66.15,14.030999999999999,4.679,2.132
Paolo Banchero,ORL,20.0,208.28,113.398,72,20.0,6.9,3.7,-4.2,0.529,63.03999999999999,21.319,7.349,3.872
Sam Hauser,BOS,25.0,200.66,98.429464,80,6.4,2.6,0.9,7.7,0.634,66.69999999999999,8.507,3.473,1.552
Saben Lee,PHX,24.0,187.96,83.007336,25,6.0,1.8,2.7,-4.4,0.517,40.83,5.472999999999996,1.7340000000000013,2.274
Ryan Rollins,GSW,20.0,190.5,81.64656,12,1.9,1.0,0.5,-38.1,0.508,29.879999999999992,4.7349999999999985,2.010000000000001,1.3170000000000002
Ryan Arcidiacono,POR,29.0,190.5,88.45044,20,1.3,0.8,1.2,-12.8,0.351,38.72,3.6830000000000016,1.7579999999999996,1.2749999999999997
Rui Hachimura,LAL,25.0,203.2,104.32616,63,11.2,4.5,0.9,-1.2,0.556,58.78,10.616999999999999,4.117,1.3540000000000003
Rudy Gobert,MIN,31.0,215.9,117.026736,70,13.4,11.6,1.2,0.4,0.675,66.32999999999998,13.510000000000002,10.465000000000005,1.3760000000000003
Rudy Gay,UTA,36.0,203.2,113.398,56,5.2,2.9,1.0,2.9,0.473,48.370000000000005,6.823,3.1070000000000007,1.5759999999999998
Royce O'Neale,BKN,30.0,198.12,102.511792,76,8.8,5.1,3.7,2.1,0.5379999999999999,65.31,9.737,4.026,3.081
Ron Harper Jr.,TOR,23.0,195.58,111.13004,9,2.2,0.8,0.4,21.8,0.608,32.38000000000001,4.572000000000001,2.3859999999999997,1.0019999999999998
Romeo Langford,SAS,23.0,195.58,97.975872,43,6.9,2.7,1.2,-8.5,0.524,51.21,6.822000000000003,2.686,1.44
Rodney McGruder,DET,31.0,193.04,92.98636,32,5.7,2.3,0.9,-3.5,0.5660000000000001,44.64,5.727999999999999,2.354000000000001,1.1769999999999998
Robin Lopez,CLE,35.0,213.36,127.459352,37,3.0,1.4,0.5,-8.7,0.675,49.81,5.739999999999996,3.705,0.8129999999999988
Robert Williams III,BOS,25.0,205.74,107.501304,35,8.0,8.3,1.4,11.4,0.742,49.1,8.703000000000001,7.513,1.3250000000000006
Robert Covington,LAC,32.0,200.66,94.800728,48,6.0,3.5,1.2,-1.0,0.584,51.3,6.844999999999999,3.4040000000000004,1.3940000000000003
Ricky Rubio,CLE,32.0,187.96,86.18248,33,5.2,2.1,3.5,3.0,0.442,47.63000000000001,6.725,2.1080000000000005,3.262
Reggie Jackson,DEN,33.0,187.96,94.347136,68,10.2,2.1,3.4,-2.2,0.514,69.24000000000001,8.552000000000001,2.130000000000001,2.872
PJ Dozier,SAC,26.0,198.12,92.98636,16,1.4,0.9,0.6,-12.9,0.3329999999999999,27.13,4.345,2.2220000000000004,1.0159999999999996
Montrezl Harrell,PHI,29.0,200.66,108.86208,57,5.6,2.8,0.6,2.2,0.631,52.95,6.646000000000001,3.2910000000000004,1.0570000000000004
P.J. Tucker,PHI,38.0,195.58,111.13004,75,3.5,3.9,0.8,4.0,0.5660000000000001,56.9,6.757999999999999,3.512,1.3920000000000003
Naz Reid,MIN,23.0,205.74,119.748288,68,11.5,4.9,1.1,-4.2,0.617,57.8,10.931,5.140000000000001,1.4500000000000002
Nathan Knight,MIN,25.0,203.2,114.758776,38,3.7,1.5,0.3,-2.3,0.655,55.589999999999996,5.933,3.1100000000000003,0.9390000000000001
Nassir Little,POR,23.0,195.58,99.79024,54,6.6,2.6,0.9,-8.8,0.555,56.79,7.606,2.7939999999999996,1.3359999999999999
Naji Marshall,NOP,25.0,200.66,99.79024,77,9.1,3.6,2.5,-0.1,0.539,68.13000000000001,9.827,3.976,2.696
Myles Turner,IND,27.0,210.82,113.398,62,18.0,7.5,1.4,-1.2,0.6509999999999999,65.33999999999999,15.852000000000002,8.120999999999999,1.8700000000000003
Moussa Diabate,LAC,21.0,208.28,95.25432,22,2.7,2.3,0.2,-3.2,0.546,40.59,3.953000000000003,2.589999999999999,0.6129999999999991
Moses Moody,GSW,21.0,195.58,95.707912,63,4.8,1.7,0.8,-0.6,0.603,59.81,7.305,2.5540000000000003,1.2810000000000001
Moses Brown,BKN,23.0,218.44,111.13004,36,4.3,3.9,0.1,3.5,0.607,40.870000000000005,4.808000000000006,3.996,0.5540000000000014
Moritz Wagner,ORL,26.0,210.82,111.13004,57,10.5,4.5,1.5,-1.1,0.63,55.42,9.623,4.952000000000001,1.4390000000000003
Monte Morris,WAS,28.0,187.96,83.007336,62,10.3,3.4,5.3,0.1,0.579,65.64,11.473,3.2119999999999997,4.978
Mo Bamba,LAL,25.0,213.36,104.779752,49,6.6,4.6,0.9,1.5,0.602,39.62,6.224,4.104,0.9220000000000006
Mitchell Robinson,NYK,25.0,213.36,108.86208,59,7.4,9.4,0.9,7.3,0.652,54.24,8.785,8.883,1.272000000000001
Miles McBride,NYK,22.0,187.96,88.45044,64,3.5,0.8,1.1,3.6,0.475,56.63,5.7579999999999965,1.8930000000000005,1.5299999999999998
Mike Muscala,BOS,31.0,210.82,108.86208,63,6.1,3.2,0.8,8.8,0.608,51.67,7.02,3.6270000000000002,1.1140000000000005
Mike Conley,MIN,35.0,185.42,79.3786,67,11.9,2.7,6.7,1.3,0.583,60.37,11.989,3.2009999999999996,5.913000000000004
Sam Merrill,CLE,27.0,193.04,92.98636,5,5.0,1.8,1.0,-3.3,0.546,33.34,6.729999999999999,2.4590000000000005,1.351
Mikal Bridges,BKN,26.0,198.12,94.800728,83,20.1,4.4,3.3,0.8,0.5870000000000001,67.08000000000001,19.67799999999999,4.673,3.4899999999999993
Neemias Queta,SAC,23.0,213.36,112.490816,5,2.4,2.2,0.2,-43.5,0.607,32.59999999999998,3.899000000000001,2.7289999999999988,0.637999999999999
P.J. Washington,CHA,24.0,200.66,104.32616,73,15.7,4.9,2.4,-7.2,0.542,75.53,14.994999999999996,4.7250000000000005,2.0220000000000002
Nerlens Noel,BKN,29.0,208.28,99.79024,17,2.1,2.7,0.6,-16.8,0.424,27.99,3.2870000000000035,2.432999999999999,0.6329999999999993
Nick Richards,CHA,25.0,213.36,111.13004,65,8.2,6.4,0.6,-4.5,0.6759999999999999,52.54,7.309,5.25,0.7900000000000009
Ousmane Dieng,OKC,20.0,205.74,83.91452,39,4.9,2.7,1.2,2.9,0.505,46.15,5.669999999999999,2.5730000000000004,1.237
Otto Porter Jr.,TOR,30.0,203.2,89.811216,8,5.5,2.4,1.0,-5.0,0.6559999999999999,41.58000000000001,5.743000000000003,2.415999999999999,0.9249999999999996
Oshae Brissett,IND,25.0,200.66,95.25432,65,6.1,3.4,0.7,0.6,0.52,55.870000000000005,7.463000000000001,3.4050000000000002,1.2780000000000002
Orlando Robinson,MIA,22.0,208.28,106.59412,31,3.7,4.1,0.8,3.8,0.565,30.270000000000007,4.306000000000003,3.0610000000000004,0.5769999999999995
Onyeka Okongwu,ATL,22.0,205.74,108.86208,80,9.9,7.2,1.0,1.8,0.6779999999999999,62.67,9.256,7.295000000000001,1.165000000000001
Omer Yurtseven,MIA,25.0,210.82,124.7378,9,4.4,2.6,0.2,1.7,0.675,32.640000000000015,4.252999999999995,2.934,0.5119999999999987
Olivier Sarr,OKC,24.0,210.82,108.86208,9,4.0,3.4,0.4,6.8,0.544,32.46000000000001,4.344,2.8389999999999995,0.583999999999999
Ochai Agbaji,UTA,23.0,195.58,97.52228,59,7.9,2.1,1.1,-0.2,0.561,54.54,7.657,2.2640000000000002,1.2970000000000002
Obi Toppin,NYK,25.0,205.74,99.79024,67,7.4,2.8,1.0,2.4,0.565,67.33,8.936,3.342,1.4680000000000004
O.G. Anunoby,TOR,25.0,200.66,105.233344,67,16.8,5.0,2.0,3.0,0.586,59.26,17.934999999999995,5.096,2.467
Norman Powell,LAC,30.0,193.04,97.52228,60,17.0,2.9,1.8,-3.8,0.612,67.74999999999999,17.439,3.751,2.77
Noah Vonleh,BOS,27.0,208.28,116.573144,23,1.1,2.1,0.3,-1.4,0.502,40.75,3.851,2.838999999999999,0.6509999999999985
Nikola Vucevic,CHI,32.0,208.28,117.93392,82,17.6,11.0,3.2,-0.5,0.594,60.59,16.475,8.538,2.6239999999999997
Nikola Jovic,MIA,20.0,208.28,92.98636,15,5.5,2.1,0.7,-3.5,0.53,37.68999999999999,4.524,2.217999999999999,0.7520000000000007
Nikola Jokic,DEN,28.0,210.82,128.820128,69,24.5,11.8,9.8,12.5,0.701,65.18000000000002,25.804000000000016,10.597999999999997,8.585000000000004
Nicolas Batum,LAC,34.0,203.2,104.32616,78,6.1,3.8,1.6,4.5,0.594,63.209999999999994,7.820000000000002,4.143,1.7389999999999999
Nickeil Alexander-Walker,MIN,24.0,195.58,92.98636,59,6.2,1.7,1.8,-2.0,0.565,58.36,7.207,2.2430000000000003,2.0140000000000002
Nic Claxton,BKN,24.0,210.82,97.52228,76,12.6,9.2,1.9,3.7,0.691,66.94,12.725,9.116000000000003,1.835
Sandro Mamukelashvili,SAS,24.0,208.28,108.86208,43,6.1,4.3,1.4,-10.1,0.516,41.19999999999999,5.726999999999999,3.778,1.436
Wesley Matthews,MIL,36.0,195.58,99.79024,52,3.4,2.2,0.7,2.8,0.519,44.5,5.576,2.352000000000001,1.0399999999999991
Scottie Barnes,TOR,21.0,203.2,102.0582,77,15.3,6.6,4.8,3.2,0.524,65.81,15.205999999999996,5.982999999999998,4.3299999999999965
Vernon Carey Jr.,UTA,22.0,208.28,122.46984,11,0.5,1.0,0.3,-17.3,0.3379999999999999,39.01999999999998,4.048000000000001,2.4909999999999997,0.9369999999999994
Usman Garuba,HOU,21.0,203.2,103.872568,75,3.0,4.1,0.9,-12.2,0.569,50.2,6.038999999999998,4.088,1.2250000000000003
Udonis Haslem,MIA,43.0,200.66,106.59412,7,3.9,1.6,0.0,-11.8,0.433,31.579999999999995,4.707999999999998,2.315,0.5959999999999994
Udoka Azubuike,UTA,23.0,210.82,122.46984,36,3.5,3.3,0.3,-11.7,0.774,40.040000000000006,4.305,3.584,0.6159999999999999
Tyus Jones,MEM,27.0,187.96,88.904032,80,10.3,2.5,5.2,2.0,0.546,65.70000000000002,11.558,2.9819999999999998,5.3050000000000015
Tyrese Maxey,PHI,22.0,187.96,90.7184,60,20.3,2.9,3.5,5.4,0.605,70.29999999999998,20.78099999999999,3.846,3.9960000000000004
Tyrese Martin,ATL,24.0,198.12,97.52228,16,1.3,0.8,0.1,2.3,0.44,34.91999999999999,3.4549999999999983,2.17,0.6829999999999989
Tyrese Haliburton,IND,23.0,195.58,83.91452,56,20.7,3.7,10.4,-1.0,0.624,60.97,21.123999999999995,3.968,8.671000000000001
Tyler Herro,MIA,23.0,195.58,88.45044,67,20.1,5.4,4.2,2.7,0.5660000000000001,62.93,19.694999999999993,5.014000000000001,4.164999999999998
Tyler Dorsey,DAL,27.0,193.04,81.64656,3,3.0,0.7,0.0,7.0,0.9,14.69999999999996,3.7469999999999946,2.1289999999999996,0.9000000000000008
TyTy Washington Jr.,HOU,21.0,190.5,88.45044,31,4.7,1.5,1.5,-6.1,0.432,42.83,5.625999999999995,1.9990000000000003,1.4620000000000002
Ty Jerome,GSW,25.0,195.58,88.45044,45,6.9,1.7,3.0,-5.6,0.594,60.559999999999995,7.678,2.3089999999999993,2.7520000000000002
Troy Brown Jr.,LAL,23.0,200.66,97.52228,76,7.1,4.1,1.3,-0.5,0.561,66.91,8.611,4.162,1.6949999999999998
Trey Murphy III,NOP,23.0,203.2,93.439952,79,14.5,3.6,1.4,0.5,0.65,66.89999999999999,16.016,4.058,2.4579999999999997
Trey Lyles,SAC,27.0,205.74,106.140528,74,7.6,4.1,0.9,4.0,0.607,62.61,8.404,4.271,1.2850000000000001
Trevor Keels,NYK,19.0,193.04,100.243832,3,1.0,0.7,0.0,-94.7,0.375,17.389999999999972,4.576,1.8849999999999998,0.6759999999999995
Trevor Hudgins,HOU,24.0,182.88,81.64656,5,1.8,0.0,0.6,7.0,0.436,17.05000000000001,5.674,2.277000000000001,1.3679999999999994
Victor Oladipo,MIA,31.0,190.5,96.615096,42,10.7,3.0,3.5,-1.5,0.513,54.39,9.296,2.7430000000000003,3.083
Trevelin Queen,IND,26.0,198.12,86.18248,7,3.0,2.4,0.9,9.2,0.337,20.649999999999988,5.405,2.2250000000000005,0.9549999999999998
Vince Williams Jr.,MEM,22.0,193.04,92.98636,15,2.0,1.0,0.3,-14.8,0.367,34.18999999999999,4.431999999999998,2.348,0.8560000000000003
Vlatko Cancar,DEN,26.0,203.2,107.047712,60,5.0,2.1,1.3,-3.9,0.606,49.4,6.563000000000001,2.471,1.3259999999999996
Michael Porter Jr.,DEN,25.0,208.28,98.883056,62,17.4,5.5,1.0,10.4,0.621,62.00000000000001,17.868000000000002,5.830999999999998,2.152
Zion Williamson,NOP,22.0,198.12,128.820128,29,26.0,7.0,4.6,7.8,0.652,61.36,25.674,7.303999999999997,4.736
Ziaire Williams,MEM,21.0,205.74,83.91452,37,5.7,2.1,0.9,-5.2,0.511,47.85,6.083999999999998,2.4570000000000007,1.218
Zeke Nnaji,DEN,22.0,205.74,108.86208,53,5.2,2.6,0.3,-5.9,0.62,53.85,6.412000000000003,3.137000000000001,0.917
Zach LaVine,CHI,28.0,195.58,90.7184,77,24.8,4.5,4.2,0.3,0.607,73.92000000000002,24.153999999999996,4.9430000000000005,4.285
Zach Collins,SAS,25.0,210.82,113.398,63,11.6,6.4,2.9,-7.5,0.599,65.5,11.443,6.9910000000000005,2.68
Yuta Watanabe,BKN,28.0,203.2,97.52228,58,5.6,2.4,0.8,-0.6,0.637,47.16,6.765000000000001,2.6370000000000013,1.0719999999999998
Xavier Tillman,MEM,24.0,200.66,111.13004,61,7.0,5.0,1.6,0.7,0.621,53.33,6.524999999999999,4.558,1.3339999999999992
Xavier Sneed,CHA,25.0,195.58,97.52228,4,4.3,1.3,1.3,-24.8,0.723,39.11999999999998,5.982,2.1990000000000007,1.432
Xavier Moon,LAC,28.0,182.88,74.84268,4,1.8,0.8,1.3,9.8,0.389,21.250000000000025,5.671,2.317000000000001,1.6969999999999996
Xavier Cooks,WAS,27.0,203.2,83.007336,10,3.8,3.8,0.6,7.4,0.586,28.550000000000008,4.404,2.535,0.8380000000000001
Willy Hernangomez,NOP,29.0,210.82,113.398,38,6.9,4.7,0.9,1.7,0.61,43.39,6.541,4.2620000000000005,0.9330000000000003
Will Barton,TOR,32.0,195.58,82.10015200000001,56,6.8,2.4,2.0,-8.4,0.493,52.32,7.009000000000001,2.0889999999999995,1.7590000000000003
Wenyen Gabriel,LAL,26.0,205.74,92.98636,68,5.5,4.2,0.5,-0.2,0.626,54.22,6.783999999999999,4.193,1.1129999999999995
Wendell Moore Jr.,MIN,21.0,195.58,97.52228,29,1.4,0.6,0.6,-13.5,0.465,40.199999999999996,4.030000000000003,1.8859999999999986,1.0199999999999994
Wendell Carter Jr.,ORL,24.0,208.28,122.46984,57,15.2,8.7,2.3,-0.8,0.621,63.679999999999986,14.340999999999998,8.715000000000002,2.18
Walker Kessler,UTA,21.0,213.36,111.13004,74,9.2,8.4,0.9,3.0,0.7020000000000001,63.67999999999999,10.165000000000001,9.458999999999996,1.2040000000000013
Vit Krejci,ATL,23.0,203.2,88.45044,29,1.2,0.9,0.6,-1.8,0.475,36.06000000000002,3.3500000000000023,1.9969999999999997,0.6439999999999981
Santi Aldama,MEM,22.0,213.36,97.52228,77,9.0,4.8,1.3,2.6,0.591,59.709999999999994,9.002,4.606,1.3810000000000002
Trent Forrest,ATL,25.0,193.04,95.25432,23,2.3,1.6,1.7,-10.1,0.424,35.349999999999994,4.165999999999999,1.8669999999999993,1.3739999999999997
Tre Mann,OKC,22.0,190.5,80.73937600000001,67,7.7,2.3,1.8,1.0,0.492,58.23,8.291,2.204,1.9620000000000002
T.J. McConnell,IND,31.0,185.42,86.18248,75,8.7,3.1,5.3,-2.4,0.59,65.2,10.912,3.348,5.220000000000002
Svi Mykhailiuk,CHA,26.0,200.66,92.98636,32,6.9,1.7,1.7,1.0,0.584,52.21,6.766,2.217,1.605
Steven Adams,MEM,29.0,210.82,120.20188,42,8.6,11.5,2.3,9.7,0.564,52.9,9.966,8.755000000000004,1.6220000000000008
Sterling Brown,LAL,28.0,195.58,99.336648,4,0.0,2.0,0.5,0.4,0.0,33.22999999999999,3.947000000000001,2.2869999999999995,0.7770000000000004
Stephen Curry,GSW,35.0,187.96,83.91452,56,29.4,6.1,6.3,5.8,0.6559999999999999,55.66,27.009000000000007,6.029,6.011999999999999
Stanley Umude,DET,24.0,198.12,95.25432,1,2.0,0.0,0.0,95.0,0.532,23.900000000000027,4.613999999999998,1.608000000000001,0.9779999999999993
Stanley Johnson,SAS,27.0,198.12,109.769264,30,5.8,3.2,2.2,-7.0,0.625,48.1,6.2219999999999995,3.389,2.093
